pwsid,PWS_name,activity_s,owner_type,d_prin_cnt,d_populati,d_pws_fed_,Area_sqmi,FID_GSA_in,Basin_Numb,Basin_Subb,Basin_Name,GSA_Name,Area_sqm_1,Area_sqm_i,PercArea
CA2400340,PELLIGRINI PROPERTIES (EL CAMPO MARKET),A,P,MERCED,30,NC,0.023455461,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.023246683,0.991098931
CA2400333,YAGI BROTHERS PRODUCE INC.,A,P,MERCED,46,NTNC,0.061756389,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.061514256,0.996079227
CA2410004,CITY OF LIVINGSTON,A,L,MERCED,14894,C,3.579979384,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,3.578429308,0.999567015
CA2410011,LE GRAND COMM SERVICES DIST,A,L,MERCED,1700,C,0.749116435,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.748956126,0.999786002
CA2400117,RANCHO DEL REY GOLF CLUB,A,P,MERCED,150,NC,0.194376829,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.194367854,0.999953827
CA2400046,BLACK RASCAL WATER COMPANY,A,P,MERCED,367,C,0.058924617,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.058924617,1
CA2400234,LDS CHURCH ATWATER,A,P,MERCED,300,NC,0.007578547,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.007578547,1
CA2400222,9-IRON WATER SYSTEM,I,P,MERCED,90,NP,0.026720894,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.026720894,1
CA2400240,THE VISTA RANCH AND CELLARS,A,P,MERCED,100,NC,0.031385866,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.031385866,1
CA2400255,CLASSIC YAM WATER SYSTEM,A,P,MERCED,60,NTNC,0.06343584,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.06343584,1
CA2400211,RYEL FAMILY TRUST,A,P,MERCED,65,NTNC,0.034285184,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.034285184,1
CA2400219,MERCED NEW LIFE SCHOOL,A,P,MERCED,36,NTNC,0.018354358,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.018354358,1
CA2400315,MERCED FRUIT BARN,A,P,MERCED,63,NC,0.008140965,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.008140965,1
CA2400227,ELKS LODGE PARK,A,P,MERCED,25,NC,0.032988251,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.032988251,1
CA2400122,LONGVIEW MENNONITE SCHOOL,A,P,MERCED,120,NTNC,0.006773799,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.006773799,1
CA2400249,LIVINGSTON PROPERTIES,A,P,MERCED,91,NC,0.003954105,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.003954105,1
CA2400071,WASHINGTON SCHOOL,A,L,MERCED,196,NTNC,0.018255618,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.018255618,1
CA2400079,MCSWAIN ELEMENTARY SCHOOL,A,L,MERCED,950,NTNC,0.029122771,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.029122771,1
CA2400230,ANIMAL MEDICAL CENTER,A,P,MERCED,30,NC,0.002494834,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.002494834,1
CA2400318,NEIGHBORHOOD GROCERY,A,P,MERCED,25,NC,0.000869235,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.000869235,1
CA2400327,LDS CHURCH MERCED,A,P,MERCED,257,NC,0.00496229,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.00496229,1
CA2400334,CALIFORNIA SWEET POTATO GROWERS COOP,A,P,MERCED,26,NC,0.002382708,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.002382708,1
CA2400326,WESTSIDE GROCERY,A,P,MERCED,50,NC,0.006680215,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.006680215,1
CA2400336,DOREVA PRODUCE,A,P,MERCED,36,NTNC,0.061977984,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.061977984,1
CA2400113,SCHELBY SCHOOL,A,L,MERCED,290,NTNC,0.027114136,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.027114136,1
CA2400153,APOSTOLIC TABERNACLE,A,P,MERCED,75,NC,0.014678286,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.014678286,1
CA2400320,OXXO MINI MART,A,P,MERCED,25,NC,0.001355069,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.001355069,1
CA2400140,NAGAME JAPANESE RESTAURANT,A,P,MERCED,52,NC,0.000965544,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.000965544,1
CA2400139,YOSEMITE WHOLESALE,A,P,MERCED,260,NTNC,0.077832705,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.077832705,1
CA2400134,BUHACH PRESCHOOL (KINDERCARE),A,P,MERCED,110,NTNC,0.002646133,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.002646133,1
CA2400328,GARCIA FARMS PRODUCE,A,P,MERCED,45,NC,0.027453763,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.027453763,1
CA2400331,QUAIL H FARMS WATER SYSTEM,A,P,MERCED,30,NTNC,0.059945639,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.059945639,1
CA2400337,"KANDOLA FARMS PRODUCE, INC.",A,P,MERCED,30,NC,0.087632917,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.087632917,1
CA2400344,GRACE BISHOP SCHOOL,A,P,MERCED,40,NTNC,0.006783359,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.006783359,1
CA2400148,MERCED ADVENTIST CHURCH WATER SYS.,A,P,MERCED,125,NTNC,0.016233213,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.016233213,1
CA2410008,CAL AM - MEADOWBROOK,A,P,MERCED,5640,C,0.812095883,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.812095883,1
CA2400232,"A V THOMAS PRODUCE, INC.",A,P,MERCED,212,NTNC,0.047630207,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.047630207,1
CA2400307,CRESSEY STORE,A,P,MERCED,26,NC,0.000680602,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.000680602,1
CA2400013,SENSIENT NATURAL INGREDIENTS LLC,A,P,MERCED,400,NTNC,0.111847732,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.111847732,1
CA2400099,GRACE MENNONITE SCHOOL,A,P,MERCED,100,NTNC,0.010002393,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.010002393,1
CA2400097,CRESSEY SCHOOL,A,P,MERCED,155,NTNC,0.005205017,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.005205017,1
CA2400084,EVERGREEN MOBILE HOME PARK,A,P,MERCED,36,C,0.003713032,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.003713032,1
CA2410010,WINTON WATER & SANITARY DIST,A,L,MERCED,8500,C,1.409690685,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,1.409690685,1
CA2400119,MERCED GOLF & COUNTRY CLUB,A,P,MERCED,150,NC,0.187522637,58,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Subbasin GSA,527.1173128,0.021710005,0.115772714
CA2410700,CASTLE AIRPORT,A,L,MERCED,1650,C,2.998056656,58,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Subbasin GSA,527.1173128,0.704679766,0.235045514
CA2410301,CDPR-MCCONNELL,A,S,MERCED,280,NC,0.11955972,58,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Subbasin GSA,527.1173128,0.035959626,0.300767063
CA2400250,MINTURN HULLER,A,P,MERCED,95,NC,0.152661786,58,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Subbasin GSA,527.1173128,0.150698252,0.987138013
CA2400169,E & J GALLO WINERY,A,P,MERCED,300,NTNC,0.656720873,58,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Subbasin GSA,527.1173128,0.654480907,0.996589166
CA2400220,STEVINSON RANCH MAINT. SHOP/THE GROVE,A,P,MERCED,45,NC,0.52852222,58,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Subbasin GSA,527.1173128,0.52852222,1
CA2400218,FOSTER FARMS FERTILIZER PLANT,A,P,MERCED,40,NTNC,0.399262671,58,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Subbasin GSA,527.1173128,0.399262671,1
CA2400223,"MINTURN NUT CO., INC.",A,P,MERCED,130,NTNC,0.019612118,58,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Subbasin GSA,527.1173128,0.019612118,1
CA2400300,4 STOP DELI-MARKET,A,P,MERCED,26,NC,0.001916994,58,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Subbasin GSA,527.1173128,0.001916994,1
CA2400248,YOSEMITE VALLEY BEEF PACKING CO INC,A,P,MERCED,61,NTNC,0.118095167,58,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Subbasin GSA,527.1173128,0.118095167,1
CA2400064,MERQUIN ELEMENTARY SCHOOL,A,L,MERCED,284,NTNC,0.014046284,58,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Subbasin GSA,527.1173128,0.014046284,1
CA2400065,PLAINSBURG ELEMENTARY SCHOOL,A,L,MERCED,126,NTNC,0.011214292,58,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Subbasin GSA,527.1173128,0.011214292,1
CA2400323,STEVINSON BAR AND GRILL,A,P,MERCED,25,NC,0.000819316,58,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Subbasin GSA,527.1173128,0.000819316,1
CA2400089,HAGAMAN COUNTY PARK,A,L,MERCED,275,NC,0.024196529,58,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Subbasin GSA,527.1173128,0.024196529,1
CA2400172,JOHN LATORACCA CORRECTIONAL FACILITY,A,L,MERCED,800,C,0.124408853,58,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Subbasin GSA,527.1173128,0.124408853,1
CA2010001,CHOWCHILLA CITY WATER DEPT,A,L,MADERA,13220,C,5.6859907,2,5-022,5-022.05,SAN JOAQUIN VALLEY,Chowchilla Water District GSA,133.1675543,5.673091921,0.997731481
CA2000511,MD 85 VALETA,A,L,MADERA,45,C,0.023665346,2,5-022,5-022.05,SAN JOAQUIN VALLEY,Chowchilla Water District GSA,133.1675543,0.023665346,1
CA2400216,CAL TRANS CHP CHOWCHILLA RIVER FACILITY,A,S,MERCED,25,NTNC,0.014124373,0,5-022,5-022.05,SAN JOAQUIN VALLEY,County of Merced GSA - Chowchilla,2.082987633,0.014124373,1
CA2010002,CITY OF MADERA,A,L,MADERA,66225,C,15.13466451,66,5-022,5-022.06,SAN JOAQUIN VALLEY,City of Madera GSA,15.79074724,14.73876132,0.973841297
CA2000595,COUNTRY LIVING MHP,A,P,MADERA,450,C,0.02938899,66,5-022,5-022.06,SAN JOAQUIN VALLEY,City of Madera GSA,15.79074724,0.02938899,1
CA2010006,MADERA CO SA3-PARKSDALE,A,L,MADERA,1789,C,0.668980339,68,5-022,5-022.06,SAN JOAQUIN VALLEY,County of Madera GSA - Madera,276.7823451,0.334969139,0.500715969
CA2000950,BBPA FIRE/ARCHCOMB DOMESTIC,A,P,MADERA,25,NC,0.065303159,68,5-022,5-022.06,SAN JOAQUIN VALLEY,County of Madera GSA - Madera,276.7823451,0.06379417,0.976892548
CA2010009,BAKMAN WATER-ROLLING HILLS,A,P,MADERA,1102,C,0.476169998,68,5-022,5-022.06,SAN JOAQUIN VALLEY,County of Madera GSA - Madera,276.7823451,0.472743363,0.992803756
CA2010010,MADERA VALLEY WATER COMPANY,A,P,MADERA,6356,C,1.826565995,68,5-022,5-022.06,SAN JOAQUIN VALLEY,County of Madera GSA - Madera,276.7823451,1.818015285,0.995318696
CA2000724,SA 14 CHUK CHANSE SUBDIVISION,A,L,MADERA,100,C,0.011926746,68,5-022,5-022.06,SAN JOAQUIN VALLEY,County of Madera GSA - Madera,276.7823451,0.011888038,0.9967545
CA2010801,VALLEY STATE PRISON,A,S,MADERA,3501,C,0.379179838,68,5-022,5-022.06,SAN JOAQUIN VALLEY,County of Madera GSA - Madera,276.7823451,0.379160291,0.999948449
CA2010800,CENTRAL CA WOMENS FACILITY,A,S,MADERA,2817,C,1.03288643,68,5-022,5-022.06,SAN JOAQUIN VALLEY,County of Madera GSA - Madera,276.7823451,1.032866883,0.999981075
CA2000608,WILDWOOD MOBILE HOME PK INC,A,P,MADERA,100,C,0.016446752,68,5-022,5-022.06,SAN JOAQUIN VALLEY,County of Madera GSA - Madera,276.7823451,0.016446752,1
CA2000692,MD 95 RANCHOS WEST,A,L,MADERA,150,C,0.0581852,68,5-022,5-022.06,SAN JOAQUIN VALLEY,County of Madera GSA - Madera,276.7823451,0.0581852,1
CA2010008,MADERA CO MD10A-MADERA RANCHOS,A,L,MADERA,3072,C,0.474656839,68,5-022,5-022.06,SAN JOAQUIN VALLEY,County of Madera GSA - Madera,276.7823451,0.474656839,1
CA2000529,BONADELLE RANCHOS MUTUAL WATER,A,P,MADERA,50,C,0.085589255,68,5-022,5-022.06,SAN JOAQUIN VALLEY,County of Madera GSA - Madera,276.7823451,0.085589255,1
CA2000554,MD 33 FAIRMEAD,A,L,MADERA,568,C,0.132228808,68,5-022,5-022.06,SAN JOAQUIN VALLEY,County of Madera GSA - Madera,276.7823451,0.132228808,1
CA2000785,VALLEY TEEN RANCH,A,P,MADERA,50,C,0.05300681,68,5-022,5-022.06,SAN JOAQUIN VALLEY,County of Madera GSA - Madera,276.7823451,0.05300681,1
CA2010006,MADERA CO SA3-PARKSDALE,A,L,MADERA,1789,C,0.668980339,62,5-022,5-022.06,SAN JOAQUIN VALLEY,Madera Irrigation District GSA,209.1040019,0.328418527,0.490924034
CA2000729,MADERA CO SA16 SUMNER HILL-WATER SYSTEM,A,L,MADERA,135,C,0.223572394,62,5-022,5-022.06,SAN JOAQUIN VALLEY,Madera Irrigation District GSA,209.1040019,0.201298947,0.900374789
CA2010004,MADERA CO CMD19-PARKWOOD,A,L,MADERA,1637,C,0.240852799,62,5-022,5-022.06,SAN JOAQUIN VALLEY,Madera Irrigation District GSA,209.1040019,0.231458488,0.960995634
CA2000727,MD 36 EASTIN ARCOLA,A,L,MADERA,80,C,0.02165745,62,5-022,5-022.06,SAN JOAQUIN VALLEY,Madera Irrigation District GSA,209.1040019,0.02165745,1
CA2000553,MD 28 RIPPERDAN SELF HELP,A,L,MADERA,48,C,0.009587153,62,5-022,5-022.06,SAN JOAQUIN VALLEY,Madera Irrigation District GSA,209.1040019,0.009587153,1
CA2000728,MD 37 LA VINA,A,L,MADERA,350,C,0.086724153,62,5-022,5-022.06,SAN JOAQUIN VALLEY,Madera Irrigation District GSA,209.1040019,0.086724153,1
CA2010016,RIVERSTONE/ROOTCREEK WATER DISTRICT,A,P,MADERA,1419,C,0.084032306,63,5-022,5-022.06,SAN JOAQUIN VALLEY,Root Creek Water District GSA,15.04823045,0.084032306,1
CA1000177,I-5 AND PANOCHE DEVELOPMENT,A,P,FRESNO,85,NTNC,0.027581601,52,5-022,5-022.07,SAN JOAQUIN VALLEY,Central Delta-Mendota GSA,255.8485776,0.003234302,0.117263011
CA2400057,CAL TRANS ERRECA REST AREA,A,S,MERCED,6150,NC,0.052893817,52,5-022,5-022.07,SAN JOAQUIN VALLEY,Central Delta-Mendota GSA,255.8485776,0.024347299,0.460305196
CA2400201,VOLTA COMMUNITY SD,A,L,MERCED,200,C,0.093819995,52,5-022,5-022.07,SAN JOAQUIN VALLEY,Central Delta-Mendota GSA,255.8485776,0.049986775,0.532794478
CA2400057,CAL TRANS ERRECA REST AREA,A,S,MERCED,6150,NC,0.052893817,52,5-022,5-022.07,SAN JOAQUIN VALLEY,Central Delta-Mendota GSA,255.8485776,0.028546518,0.539694804
CA2400209,SAN LUIS HILLS,A,P,MERCED,300,C,0.232763106,52,5-022,5-022.07,SAN JOAQUIN VALLEY,Central Delta-Mendota GSA,255.8485776,0.14100165,0.605773193
CA2410018,SANTA NELLA COUNTY WATER DISTRICT,A,L,MERCED,1308,C,4.00603373,52,5-022,5-022.07,SAN JOAQUIN VALLEY,Central Delta-Mendota GSA,255.8485776,3.171065513,0.791572345
CA1000177,I-5 AND PANOCHE DEVELOPMENT,A,P,FRESNO,85,NTNC,0.027581601,52,5-022,5-022.07,SAN JOAQUIN VALLEY,Central Delta-Mendota GSA,255.8485776,0.024347299,0.882736989
CA1000345,PANOCHE WATER DISTRICT,A,L,FRESNO,146,C,62.3887671,52,5-022,5-022.07,SAN JOAQUIN VALLEY,Central Delta-Mendota GSA,255.8485776,61.99398616,0.993672243
CA1010030,TRANQUILLITY IRRIGATION DISTRICT,A,L,FRESNO,897,C,16.71627583,52,5-022,5-022.07,SAN JOAQUIN VALLEY,Central Delta-Mendota GSA,255.8485776,16.66966962,0.997211926
CA2400208,MERCEY SPRINGS SHELL,A,P,MERCED,50,NC,0.001694842,52,5-022,5-022.07,SAN JOAQUIN VALLEY,Central Delta-Mendota GSA,255.8485776,0.001694842,1
CA2400085,FIREBAUGH TRAVEL PLAZA (SW),A,P,MERCED,250,NC,0.009396092,52,5-022,5-022.07,SAN JOAQUIN VALLEY,Central Delta-Mendota GSA,255.8485776,0.009396092,1
CA2400338,"PARREIRA ALMOND PROCESSING COMPANY, LLC",A,P,MERCED,42,NC,0.367421346,52,5-022,5-022.07,SAN JOAQUIN VALLEY,Central Delta-Mendota GSA,255.8485776,0.367421346,1
CA1009091,"OLAM SPICES AND VEGETABLES, INC.",A,P,FRESNO,275,NTNC,0.143229371,52,5-022,5-022.07,SAN JOAQUIN VALLEY,Central Delta-Mendota GSA,255.8485776,0.143229371,1
CA1009281,HAMMONDS RANCH,A,P,FRESNO,25,C,0.080896035,52,5-022,5-022.07,SAN JOAQUIN VALLEY,Central Delta-Mendota GSA,255.8485776,0.080896035,1
CA2410002,CITY OF DOS PALOS,A,L,MERCED,7452,C,5.528570309,35,5-022,5-022.07,SAN JOAQUIN VALLEY,City of Dos Palos GSA,1.202281088,1.138737441,0.205973222
CA1010005,FIREBAUGH CITY,A,L,FRESNO,7619,C,3.589809538,37,5-022,5-022.07,SAN JOAQUIN VALLEY,City of Firebaugh GSA,2.916415689,2.729399795,0.760318832
CA2410003,CITY OF GUSTINE,A,L,MERCED,5844,C,1.565229413,38,5-022,5-022.07,SAN JOAQUIN VALLEY,City of Gustine GSA,1.400600779,1.366310532,0.872913913
CA2400055,"SAPUTO DAIRY FOODS USA, LLC",A,P,MERCED,300,NTNC,0.015208517,38,5-022,5-022.07,SAN JOAQUIN VALLEY,City of Gustine GSA,1.400600779,0.015208517,1
CA2400229,HILLVIEW PACKING-GUSTINE,A,P,MERCED,27,NC,0.010474989,38,5-022,5-022.07,SAN JOAQUIN VALLEY,City of Gustine GSA,1.400600779,0.010474989,1
CA2410005,CITY OF LOS BANOS,A,L,MERCED,40998,C,9.84003525,36,5-022,5-022.07,SAN JOAQUIN VALLEY,City of Los Banos GSA,9.028365223,8.471717041,0.86094377
CA1010021,"MENDOTA, CITY OF",A,L,FRESNO,11104,C,2.541558862,49,5-022,5-022.07,SAN JOAQUIN VALLEY,City of Mendota GSA,3.273290209,2.53602577,0.997822954
CA5010013,CITY OF NEWMAN-WATER DEPARTMENT,A,L,STANISLAUS,11361,C,6.549060028,46,5-022,5-022.07,SAN JOAQUIN VALLEY,City of Newman GSA,1.94016499,1.917885786,0.292849016
CA5000301,VILLA LAS FLORES,A,P,STANISLAUS,24,NP,0.004214227,48,5-022,5-022.07,SAN JOAQUIN VALLEY,City of Patterson GSA,7.977435818,0.004214227,1
CA5000337,SPERRY MHP,A,P,STANISLAUS,1,NP,0.010846138,48,5-022,5-022.07,SAN JOAQUIN VALLEY,City of Patterson GSA,7.977435818,0.010846138,1
CA5000271,BUEHNER WATER SYSTEM - WEBER COMPLEX,I,P,STANISLAUS,30,NP,0.001145081,48,5-022,5-022.07,SAN JOAQUIN VALLEY,City of Patterson GSA,7.977435818,0.001145081,1
CA1000356,JACK'S BAYOU RESORT,I,P,FRESNO,30,NP,0.011619881,51,5-022,5-022.07,SAN JOAQUIN VALLEY,County of Fresno GSA - Delta-Mendota Management Area B,32.41631334,0.0115033,0.989967125
CA2410002,CITY OF DOS PALOS,A,L,MERCED,7452,C,5.528570309,54,5-022,5-022.07,SAN JOAQUIN VALLEY,County of Merced GSA - Delta-Mendota,73.49371382,1.055863832,0.190983161
CA2410021,USFWS SAN LUIS NWR COMPLEX,A,F,MERCED,50,NTNC,0.02649862,54,5-022,5-022.07,SAN JOAQUIN VALLEY,County of Merced GSA - Delta-Mendota,73.49371382,0.02649862,1
CA2400154,INGOMAR PACKING,A,P,MERCED,823,NTNC,0.138458263,54,5-022,5-022.07,SAN JOAQUIN VALLEY,County of Merced GSA - Delta-Mendota,73.49371382,0.138458263,1
CA2410018,SANTA NELLA COUNTY WATER DISTRICT,A,L,MERCED,1308,C,4.00603373,41,5-022,5-022.07,SAN JOAQUIN VALLEY,DM-II GSA,87.15590837,0.784418365,0.195809226
CA5000134,DEPARTMENT OF TRANSPORTATION,A,S,STANISLAUS,8900,NC,0.040432581,41,5-022,5-022.07,SAN JOAQUIN VALLEY,DM-II GSA,87.15590837,0.010967528,0.27125472
CA5000593,RBVON,A,P,STANISLAUS,50,NTNC,0.060378209,41,5-022,5-022.07,SAN JOAQUIN VALLEY,DM-II GSA,87.15590837,0.018706891,0.30982852
CA5000238,SUN DRY PRODUCTS-WATER,A,P,STANISLAUS,22,NP,0.850668918,41,5-022,5-022.07,SAN JOAQUIN VALLEY,DM-II GSA,87.15590837,0.566412942,0.665844172
CA5000593,RBVON,A,P,STANISLAUS,50,NTNC,0.060378209,41,5-022,5-022.07,SAN JOAQUIN VALLEY,DM-II GSA,87.15590837,0.041671318,0.69017148
CA5000586,CALIFORNIA TRANSPLANTS LLC,A,P,STANISLAUS,25,NC,0.219482821,41,5-022,5-022.07,SAN JOAQUIN VALLEY,DM-II GSA,87.15590837,0.208786074,0.951263853
CA5000577,WESTLEY PROPERTY LLC,A,P,STANISLAUS,25,NC,0.048457382,41,5-022,5-022.07,SAN JOAQUIN VALLEY,DM-II GSA,87.15590837,0.046504168,0.959692132
CA5000202,JOE'S TRAVEL PLAZA (EH),A,P,STANISLAUS,5026,NTNC,0.006439789,41,5-022,5-022.07,SAN JOAQUIN VALLEY,DM-II GSA,87.15590837,0.006439789,1
CA5000478,THE MORNING STAR COMPANY,A,P,STANISLAUS,200,NTNC,0.009112552,41,5-022,5-022.07,SAN JOAQUIN VALLEY,DM-II GSA,87.15590837,0.009112552,1
CA5000574,EASTIN,A,P,STANISLAUS,26,NTNC,0.001737712,41,5-022,5-022.07,SAN JOAQUIN VALLEY,DM-II GSA,87.15590837,0.001737712,1
CA5000443,TRIANGLE TRUCK STOP (WATER),A,P,STANISLAUS,25,NC,0.0010204,41,5-022,5-022.07,SAN JOAQUIN VALLEY,DM-II GSA,87.15590837,0.0010204,1
CA5010013,CITY OF NEWMAN-WATER DEPARTMENT,A,L,STANISLAUS,11361,C,6.549060028,53,5-022,5-022.07,SAN JOAQUIN VALLEY,Northwestern Delta-Mendota GSA,75.34500465,0.780772688,0.119219046
CA5000238,SUN DRY PRODUCTS-WATER,A,P,STANISLAUS,22,NP,0.850668918,53,5-022,5-022.07,SAN JOAQUIN VALLEY,Northwestern Delta-Mendota GSA,75.34500465,0.260268139,0.305957034
CA5000213,HAMLET MOTEL,A,P,STANISLAUS,26,NC,0.001283275,53,5-022,5-022.07,SAN JOAQUIN VALLEY,Northwestern Delta-Mendota GSA,75.34500465,0.000400206,0.311863029
CA5000213,HAMLET MOTEL,A,P,STANISLAUS,26,NC,0.001283275,53,5-022,5-022.07,SAN JOAQUIN VALLEY,Northwestern Delta-Mendota GSA,75.34500465,0.000456003,0.355342896
CA2400200,SAN JOAQUIN VALLEY NATIONAL CEMETERY,A,F,MERCED,25,NTNC,0.5174822,53,5-022,5-022.07,SAN JOAQUIN VALLEY,Northwestern Delta-Mendota GSA,75.34500465,0.357659338,0.691152928
CA5000134,DEPARTMENT OF TRANSPORTATION,A,S,STANISLAUS,8900,NC,0.040432581,53,5-022,5-022.07,SAN JOAQUIN VALLEY,Northwestern Delta-Mendota GSA,75.34500465,0.028733893,0.710661861
CA5000005,CROWS LANDING COMM SVC DISTRICT,A,L,STANISLAUS,500,C,0.198207859,53,5-022,5-022.07,SAN JOAQUIN VALLEY,Northwestern Delta-Mendota GSA,75.34500465,0.141822992,0.715526584
CA5000590,CEBRO FROZEN FOODS (EH),A,P,STANISLAUS,25,NTNC,0.610599154,53,5-022,5-022.07,SAN JOAQUIN VALLEY,Northwestern Delta-Mendota GSA,75.34500465,0.608122453,0.995943818
CA5000076,CATFISH CAMP,A,P,STANISLAUS,36,NC,0.014083435,53,5-022,5-022.07,SAN JOAQUIN VALLEY,Northwestern Delta-Mendota GSA,75.34500465,0.014083435,1
CA5000061,MARTIN'S MOBILE HOME COURT,A,P,STANISLAUS,60,C,0.004738238,53,5-022,5-022.07,SAN JOAQUIN VALLEY,Northwestern Delta-Mendota GSA,75.34500465,0.004738238,1
CA5000058,FISHERMAN'S BEND MHP,A,P,STANISLAUS,80,C,0.03329206,53,5-022,5-022.07,SAN JOAQUIN VALLEY,Northwestern Delta-Mendota GSA,75.34500465,0.03329206,1
CA5000427,COVANTA STANISLAUS WASTE ENERGY FACILITY,A,M,STANISLAUS,25,NTNC,0.068771234,53,5-022,5-022.07,SAN JOAQUIN VALLEY,Northwestern Delta-Mendota GSA,75.34500465,0.068771234,1
CA5000297,BUEHNER HOUSES,A,P,STANISLAUS,25,C,0.008010576,53,5-022,5-022.07,SAN JOAQUIN VALLEY,Northwestern Delta-Mendota GSA,75.34500465,0.008010576,1
