pwsid,PWS_name,activity_s,owner_type,d_prin_cnt,d_populati,d_pws_fed_,d_last_inv,d_last_upd,source_tab,county_fip,state,Area_sqmi,FID_GSA_in,Basin_Numb,Basin_Subb,Basin_Name,GSA_Name,Area_sqm_1,Area_sqm_i,PercArea
CA1000551,FCSA #43/RAISIN CITY,A,L,FRESNO,190,C,9/19/19 0:00,12/5/18 0:00,2/10/20 0:00,19,CA,0.334116699,23,5-022,5-022.08,SAN JOAQUIN VALLEY,McMullin Area GSA,188.4105984,0.334116699,1
CA1009120,RAU DAIRY,A,P,FRESNO,75,C,8/1/19 0:00,8/1/19 0:00,2/10/20 0:00,19,CA,3.198576815,23,5-022,5-022.08,SAN JOAQUIN VALLEY,McMullin Area GSA,188.4105984,3.198576815,1
CA1009179,BRITZ/FIVE POINT SYSTEM,A,P,FRESNO,76,C,7/12/16 0:00,7/12/16 0:00,2/10/20 0:00,19,CA,0.10653506,25,5-022,5-022.08,SAN JOAQUIN VALLEY,North Fork Kings GSA,262.9735264,0.015349507,0.144079391
CA1000445,LINDA VISTA FARMS,A,P,FRESNO,63,C,7/26/19 0:00,6/12/17 0:00,2/10/20 0:00,19,CA,0.028197756,25,5-022,5-022.08,SAN JOAQUIN VALLEY,North Fork Kings GSA,262.9735264,0.025156419,0.892142606
CA1010020,LATON COMMUNITY SERVICES DISTRICT,A,L,FRESNO,1824,C,10/12/17 0:00,6/7/17 0:00,2/10/20 0:00,19,CA,0.781021417,25,5-022,5-022.08,SAN JOAQUIN VALLEY,North Fork Kings GSA,262.9735264,0.746709581,0.956067996
CA1000238,CAMDEN TRAILER PARK,A,P,FRESNO,75,C,3/16/17 0:00,11/26/19 0:00,2/10/20 0:00,19,CA,0.008525465,25,5-022,5-022.08,SAN JOAQUIN VALLEY,North Fork Kings GSA,262.9735264,0.008525465,0.999999999
CA1000053,LANARE COMMUNITY SERVICES DIST,A,P,FRESNO,660,C,1/2/20 0:00,12/5/18 0:00,2/10/20 0:00,19,CA,0.540333068,25,5-022,5-022.08,SAN JOAQUIN VALLEY,North Fork Kings GSA,262.9735264,0.540333068,1
CA1000627,ZONNEVELD DAIRY - CERINI,A,P,FRESNO,48,C,7/22/19 0:00,10/28/16 0:00,2/10/20 0:00,19,CA,0.961307262,25,5-022,5-022.08,SAN JOAQUIN VALLEY,North Fork Kings GSA,262.9735264,0.961307262,1
CA1000186,HELM SCHOOL,A,L,FRESNO,146,C,7/15/19 0:00,7/9/19 0:00,2/10/20 0:00,19,CA,0.01254493,25,5-022,5-022.08,SAN JOAQUIN VALLEY,North Fork Kings GSA,262.9735264,0.01254493,1
CA1000369,ZONNEVELD DAIRY - CEDAR,A,P,FRESNO,70,C,7/22/19 0:00,1/15/16 0:00,2/10/20 0:00,19,CA,0.004145432,25,5-022,5-022.08,SAN JOAQUIN VALLEY,North Fork Kings GSA,262.9735264,0.004145432,1
CA1010028,RIVERDALE PUBLIC UTILITY DISTRICT,A,L,FRESNO,3145,C,4/17/19 0:00,11/27/19 0:00,2/10/20 0:00,19,CA,0.829496843,25,5-022,5-022.08,SAN JOAQUIN VALLEY,North Fork Kings GSA,262.9735264,0.829496843,1
CA1000039,FCSA #10/CUMORAH KNOLLS,A,L,FRESNO,132,C,9/19/19 0:00,7/11/16 0:00,2/10/20 0:00,19,CA,0.32554741,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,0.115040821,0.353376552
CA1000039,FCSA #10/CUMORAH KNOLLS,A,L,FRESNO,132,C,9/19/19 0:00,7/11/16 0:00,2/10/20 0:00,19,CA,0.32554741,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,0.210506589,0.646623448
CA1010051,FCWWD #18/FRIANT,A,L,FRESNO,772,C,7/9/19 0:00,7/9/19 0:00,2/10/20 0:00,19,CA,0.394217547,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,0.368721775,0.935325627
CA1010042,MALAGA COUNTY WATER DISTRICT,A,L,FRESNO,1200,C,5/20/19 0:00,5/20/19 0:00,2/10/20 0:00,19,CA,2.464299093,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,2.348098017,0.952846196
CA1010007,CITY OF FRESNO,A,L,FRESNO,537659,C,1/28/20 0:00,5/23/19 0:00,2/10/20 0:00,19,CA,144.6883329,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,138.3787958,0.956392219
CA1000004,BELMONT WATER CORPORATION,A,P,FRESNO,264,C,8/7/19 0:00,7/17/18 0:00,2/10/20 0:00,19,CA,0.024778887,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,0.024483215,0.98806756
CA1000554,FCSA #10A/MANSIONETTE ESTATES,A,L,FRESNO,81,C,9/19/19 0:00,7/11/16 0:00,2/10/20 0:00,19,CA,0.115758785,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,0.115040821,0.993797763
CA1009039,PAPPAS & CO (MENDOTA),A,P,FRESNO,25,C,8/28/19 0:00,1/9/15 0:00,2/10/20 0:00,19,CA,0.00117138,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,0.001169654,0.99852649
CA1000555,FCSA #44C/RIVERVIEW ESTATES,A,L,FRESNO,34,C,9/19/19 0:00,9/26/17 0:00,2/10/20 0:00,19,CA,0.046838959,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,0.046771945,0.998569269
CA1010003,CITY OF CLOVIS,A,L,FRESNO,114650,C,12/13/19 0:00,9/17/18 0:00,2/10/20 0:00,19,CA,23.53946969,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,23.50858238,0.99868785
CA1000550,FCSA #44D/MONTE VERDI,A,L,FRESNO,344,C,9/19/19 0:00,7/1/16 0:00,2/10/20 0:00,19,CA,0.143233354,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,0.143137068,0.999327766
CA1000471,FCSA #39 A&B,A,L,FRESNO,395,C,9/19/19 0:00,1/10/19 0:00,2/10/20 0:00,19,CA,0.145971076,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,0.145971076,1
CA1000430,COUNTRY VIEW ALZHEIMER CENTER,A,P,FRESNO,125,C,8/28/19 0:00,7/12/16 0:00,2/10/20 0:00,19,CA,0.006081833,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,0.006081833,1
CA1010049,BIOLA COMMUNITY SERVICES DIST,A,L,FRESNO,1623,C,2/4/20 0:00,7/12/16 0:00,2/10/20 0:00,19,CA,0.377890925,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,0.377890925,1
CA1000023,FCSA #14/BELMONT MANOR,A,L,FRESNO,115,C,9/19/19 0:00,7/11/16 0:00,2/10/20 0:00,19,CA,0.030230619,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,0.030230619,1
CA1010055,FCSA #47/QUAIL LAKE ESTATES,A,L,FRESNO,1982,C,9/19/19 0:00,7/1/16 0:00,2/10/20 0:00,19,CA,0.590937585,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,0.590937585,1
CA1000570,JUVENILE JUSTICE CAMPUS,A,L,FRESNO,400,C,12/4/19 0:00,1/9/15 0:00,2/10/20 0:00,19,CA,0.181889048,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,0.181889048,1
CA1010018,"KERMAN, CITY OF",A,L,FRESNO,14349,C,9/18/19 0:00,7/16/18 0:00,2/10/20 0:00,19,CA,3.055876958,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,3.055876958,1
CA1000244,SHADY LAKES MOBILE HOME PARK,A,P,FRESNO,160,C,8/28/19 0:00,1/9/15 0:00,2/10/20 0:00,19,CA,0.015603683,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,0.015603683,1
CA1000248,DOUBLE L MOBILE RANCH PARK,A,P,FRESNO,80,C,11/1/18 0:00,11/15/16 0:00,2/10/20 0:00,19,CA,0.005370714,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,0.005370714,1
CA1000078,FCWWD #42/ALLUVIAL & FANCHER,A,L,FRESNO,343,C,9/19/19 0:00,10/5/15 0:00,2/10/20 0:00,19,CA,0.651568006,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,0.651568006,1
CA1000018,EASTON ESTATES WATER COMPANY,A,P,FRESNO,302,C,8/28/19 0:00,6/6/19 0:00,2/10/20 0:00,19,CA,0.070725963,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,0.070725963,1
CA1010339,CALIFORNIA STATE UNIVERSITY FRESNO,A,S,FRESNO,41000,C,8/1/18 0:00,4/11/18 0:00,2/10/20 0:00,19,CA,0.714005859,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,0.714005859,1
CA1010001,BAKMAN WATER COMPANY,A,P,FRESNO,16756,C,12/13/19 0:00,7/6/17 0:00,2/10/20 0:00,19,CA,2.579315417,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,2.579315417,1
CA1000299,THREE PALMS MOBILEHOME PARK,A,P,FRESNO,300,C,7/10/19 0:00,11/18/16 0:00,2/10/20 0:00,19,CA,0.01582869,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,0.01582869,1
CA1000057,DEL ORO WATER CO - METROPOLITAN DISTRICT,A,P,FRESNO,96,C,8/28/19 0:00,7/17/18 0:00,2/10/20 0:00,19,CA,0.014820737,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,0.014820737,1
CA1000378,SUNSET WEST COMMUNITY LLC,A,P,FRESNO,350,C,8/28/19 0:00,1/9/15 0:00,2/10/20 0:00,19,CA,0.028561722,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,0.028561722,1
CA1000277,ELM COURT,A,P,FRESNO,64,C,2/4/20 0:00,1/9/15 0:00,2/10/20 0:00,19,CA,0.005316121,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,0.005316121,1
CA1000259,NEW HORIZONS MOBILE/RV PARK,A,P,FRESNO,82,C,8/28/19 0:00,7/17/18 0:00,2/10/20 0:00,19,CA,0.008558957,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,0.008558957,1
CA1000366,SUNNYSIDE CONVALESCENT HOSP,A,P,FRESNO,275,C,8/28/19 0:00,7/17/18 0:00,2/10/20 0:00,19,CA,0.008933784,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,0.008933784,1
CA1000298,WOODWARD BLUFFS MHP,A,P,FRESNO,300,C,8/28/19 0:00,1/9/15 0:00,2/10/20 0:00,19,CA,0.034499461,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,0.034499461,1
CA1000229,GREEN ACRES MOBILE HOME ESTATE,A,P,FRESNO,350,C,8/28/19 0:00,1/16/18 0:00,2/10/20 0:00,19,CA,0.020927785,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,0.020927785,1
CA1010026,PINEDALE COUNTY WATER DISTRICT,A,L,FRESNO,16735,C,12/13/19 0:00,5/25/16 0:00,2/10/20 0:00,19,CA,1.919568006,27,5-022,5-022.08,SAN JOAQUIN VALLEY,North Kings GSA,485.5450742,1.919568006,1
CA1010035,DEL REY COMMUNITY SERV DIST,A,L,FRESNO,1500,C,4/17/19 0:00,12/14/18 0:00,2/10/20 0:00,19,CA,0.465654643,28,5-022,5-022.08,SAN JOAQUIN VALLEY,South Kings GSA,14.6723293,0.1324592,0.284458024
CA1010035,DEL REY COMMUNITY SERV DIST,A,L,FRESNO,1500,C,4/17/19 0:00,12/14/18 0:00,2/10/20 0:00,19,CA,0.465654643,28,5-022,5-022.08,SAN JOAQUIN VALLEY,South Kings GSA,14.6723293,0.329694257,0.708023128
CA1010006,CITY OF FOWLER,A,L,FRESNO,5801,C,1/7/20 0:00,1/9/15 0:00,2/10/20 0:00,19,CA,2.623263061,28,5-022,5-022.08,SAN JOAQUIN VALLEY,South Kings GSA,14.6723293,2.394808282,0.912911983
CA1010019,"KINGSBURG, CITY OF",A,L,FRESNO,11504,C,5/13/19 0:00,11/14/16 0:00,2/10/20 0:00,19,CA,2.86066861,28,5-022,5-022.08,SAN JOAQUIN VALLEY,South Kings GSA,14.6723293,2.805959101,0.980875272
CA1010025,CITY OF PARLIER,A,L,FRESNO,15250,C,1/21/20 0:00,5/13/19 0:00,2/10/20 0:00,19,CA,2.142998081,28,5-022,5-022.08,SAN JOAQUIN VALLEY,South Kings GSA,14.6723293,2.120913414,0.9896945
CA1010029,CITY OF SANGER,A,L,FRESNO,25664,C,9/19/19 0:00,1/9/15 0:00,2/10/20 0:00,19,CA,5.699046582,28,5-022,5-022.08,SAN JOAQUIN VALLEY,South Kings GSA,14.6723293,5.693172152,0.998969226
CA1010044,"HURON, CITY OF",A,L,FRESNO,7306,C,7/1/16 0:00,11/26/19 0:00,2/10/20 0:00,19,CA,1.625942884,22,5-022,5-022.09,SAN JOAQUIN VALLEY,County of Fresno GSA - Westside,15.8998263,0.915307084,0.56293926
CA1000445,LINDA VISTA FARMS,A,P,FRESNO,63,C,7/26/19 0:00,6/12/17 0:00,2/10/20 0:00,19,CA,0.028197756,21,5-022,5-022.09,SAN JOAQUIN VALLEY,Westlands Water District GSA,955.6387173,0.002873925,0.101920359
CA1010044,"HURON, CITY OF",A,L,FRESNO,7306,C,7/1/16 0:00,11/26/19 0:00,2/10/20 0:00,19,CA,1.625942884,21,5-022,5-022.09,SAN JOAQUIN VALLEY,Westlands Water District GSA,955.6387173,0.710635818,0.437060751
CA1009179,BRITZ/FIVE POINT SYSTEM,A,P,FRESNO,76,C,7/12/16 0:00,7/12/16 0:00,2/10/20 0:00,19,CA,0.10653506,21,5-022,5-022.09,SAN JOAQUIN VALLEY,Westlands Water District GSA,955.6387173,0.091067598,0.85481341
CA1610700,LEMOORE NAVAL AIR STATION,A,F,KINGS,12000,C,7/23/19 0:00,5/25/16 0:00,2/10/20 0:00,31,CA,28.51022042,21,5-022,5-022.09,SAN JOAQUIN VALLEY,Westlands Water District GSA,955.6387173,28.4804225,0.998954834
CA1009214,WESTSIDE HARVESTING,A,P,FRESNO,25,C,8/9/18 0:00,1/9/15 0:00,2/10/20 0:00,19,CA,0.081909193,21,5-022,5-022.09,SAN JOAQUIN VALLEY,Westlands Water District GSA,955.6387173,0.081909193,1
CA1009020,FIVE POINTS RANCH,A,P,FRESNO,100,C,11/17/17 0:00,1/9/15 0:00,2/10/20 0:00,19,CA,0.044686143,21,5-022,5-022.09,SAN JOAQUIN VALLEY,Westlands Water District GSA,955.6387173,0.044686143,1
CA1009051,"CANTUA CREEK VINEYARDS, IV, LLC.",A,P,FRESNO,50,C,10/12/17 0:00,11/15/16 0:00,2/10/20 0:00,19,CA,0.031305068,21,5-022,5-022.09,SAN JOAQUIN VALLEY,Westlands Water District GSA,955.6387173,0.031305068,1
CA1009023,BRITZ/COLUSA,A,P,FRESNO,85,C,9/27/17 0:00,9/27/17 0:00,2/10/20 0:00,19,CA,0.101435552,21,5-022,5-022.09,SAN JOAQUIN VALLEY,Westlands Water District GSA,955.6387173,0.101435552,1
CA1009028,HARRIS FARMS SOUTH #101-144,A,P,FRESNO,160,C,11/8/19 0:00,1/9/15 0:00,2/10/20 0:00,19,CA,0.016930529,21,5-022,5-022.09,SAN JOAQUIN VALLEY,Westlands Water District GSA,955.6387173,0.016930529,1
CA1009147,FARMING D,A,P,FRESNO,110,C,7/12/16 0:00,7/12/16 0:00,2/10/20 0:00,19,CA,0.058245074,21,5-022,5-022.09,SAN JOAQUIN VALLEY,Westlands Water District GSA,955.6387173,0.058245074,1
CA1600023,AZCAL MANAGEMENT CO,A,P,KINGS,73,C,7/5/17 0:00,2/5/18 0:00,2/10/20 0:00,31,CA,0.034493211,21,5-022,5-022.09,SAN JOAQUIN VALLEY,Westlands Water District GSA,955.6387173,0.034493211,1
CA1000213,HARRIS FARMS/HORSE BARN,A,P,FRESNO,100,C,11/8/19 0:00,1/9/15 0:00,2/10/20 0:00,19,CA,0.09094123,21,5-022,5-022.09,SAN JOAQUIN VALLEY,Westlands Water District GSA,955.6387173,0.09094123,1
CA1000546,FCSA #49/ FIVE POINTS,A,L,FRESNO,134,C,9/19/19 0:00,12/5/18 0:00,2/10/20 0:00,19,CA,0.147872934,21,5-022,5-022.09,SAN JOAQUIN VALLEY,Westlands Water District GSA,955.6387173,0.147872934,1
CA1009027,HARRIS FARMS HEADQUARTERS,A,P,FRESNO,300,C,11/8/19 0:00,1/9/15 0:00,2/10/20 0:00,19,CA,0.0695175,21,5-022,5-022.09,SAN JOAQUIN VALLEY,Westlands Water District GSA,955.6387173,0.0695175,1
CA1009078,HARRIS FEEDING COMPANY,A,P,FRESNO,225,C,12/24/19 0:00,10/1/15 0:00,2/10/20 0:00,19,CA,0.111511261,21,5-022,5-022.09,SAN JOAQUIN VALLEY,Westlands Water District GSA,955.6387173,0.111511261,1
CA1000359,FCSA #32/CANTUA CREEK,A,L,FRESNO,255,C,9/19/19 0:00,12/5/18 0:00,2/10/20 0:00,19,CA,0.059958383,21,5-022,5-022.09,SAN JOAQUIN VALLEY,Westlands Water District GSA,955.6387173,0.059958383,1
CA1009232,SUMNER PECK RANCH,A,P,FRESNO,85,C,7/15/19 0:00,7/15/19 0:00,2/10/20 0:00,19,CA,0.09764234,21,5-022,5-022.09,SAN JOAQUIN VALLEY,Westlands Water District GSA,955.6387173,0.09764234,1
CA1000585,MURRIETA/HERNANDEZ FARMS,A,P,FRESNO,25,C,7/15/19 0:00,7/15/19 0:00,2/10/20 0:00,19,CA,0.029680763,21,5-022,5-022.09,SAN JOAQUIN VALLEY,Westlands Water District GSA,955.6387173,0.029680763,1
CA1009222,TERRA LINDA FARMS,A,P,FRESNO,40,C,7/9/19 0:00,1/9/15 0:00,2/10/20 0:00,19,CA,0.02529888,21,5-022,5-022.09,SAN JOAQUIN VALLEY,Westlands Water District GSA,955.6387173,0.02529888,1
CA1009258,SAN ANDREAS FARMS,A,P,FRESNO,25,C,7/15/19 0:00,7/15/19 0:00,2/10/20 0:00,19,CA,0.969679944,21,5-022,5-022.09,SAN JOAQUIN VALLEY,Westlands Water District GSA,955.6387173,0.969679944,1
CA1000019,FCSA #30/EL PORVENIR,A,L,FRESNO,185,C,9/19/19 0:00,12/5/18 0:00,2/10/20 0:00,19,CA,0.072284408,21,5-022,5-022.09,SAN JOAQUIN VALLEY,Westlands Water District GSA,955.6387173,0.072284408,1
CA5410006,"LINDSAY, CITY OF",A,L,TULARE,14415,C,6/25/19 0:00,6/25/19 0:00,2/10/20 0:00,107,CA,2.712144571,77,5-022,5-022.11,SAN JOAQUIN VALLEY,East Kaweah GSA,183.032892,2.666425271,0.983142749
CA5400647,YOKOHL MUTUAL WATER CO,A,P,TULARE,95,C,8/6/19 0:00,5/19/16 0:00,2/10/20 0:00,107,CA,0.033509878,77,5-022,5-022.11,SAN JOAQUIN VALLEY,East Kaweah GSA,183.032892,0.033445017,0.998064421
CA5410012,STRATHMORE PUBLIC UTIL DIST,A,L,TULARE,2150,C,7/29/19 0:00,6/1/17 0:00,2/10/20 0:00,107,CA,0.582893718,77,5-022,5-022.11,SAN JOAQUIN VALLEY,East Kaweah GSA,183.032892,0.582893718,1
CA5410036,LSID-STRATHMORE SYSTEM,A,L,TULARE,500,C,7/29/19 0:00,6/1/17 0:00,2/10/20 0:00,107,CA,0.242586685,77,5-022,5-022.11,SAN JOAQUIN VALLEY,East Kaweah GSA,183.032892,0.242586685,1
CA5400567,TOOLEVILLE MUTUAL NON PROFIT WATER ASSOC,A,P,TULARE,340,C,8/6/19 0:00,3/7/18 0:00,2/10/20 0:00,107,CA,0.029460252,77,5-022,5-022.11,SAN JOAQUIN VALLEY,East Kaweah GSA,183.032892,0.029460252,1
CA5400682,PLAINVIEW MWC - CENTRAL WATER,A,P,TULARE,138,C,11/14/19 0:00,12/5/18 0:00,2/10/20 0:00,107,CA,0.017683904,77,5-022,5-022.11,SAN JOAQUIN VALLEY,East Kaweah GSA,183.032892,0.017683904,1
CA5410039,PLAINVIEW MUTUAL WATER COMPANY,A,P,TULARE,617,C,3/6/19 0:00,7/23/19 0:00,2/10/20 0:00,107,CA,0.062750419,77,5-022,5-022.11,SAN JOAQUIN VALLEY,East Kaweah GSA,183.032892,0.062750419,1
CA5410007,LSID - TONYVILLE,A,L,TULARE,500,C,9/18/18 0:00,6/1/17 0:00,2/10/20 0:00,107,CA,0.029561809,77,5-022,5-022.11,SAN JOAQUIN VALLEY,East Kaweah GSA,183.032892,0.029561809,1
CA5400631,LINNELL FARM LABOR CENTER,A,P,TULARE,769,C,8/6/19 0:00,6/19/19 0:00,2/10/20 0:00,107,CA,0.111999116,75,5-022,5-022.11,SAN JOAQUIN VALLEY,Greater Kaweah GSA,342.8807822,0.108878246,0.972134874
CA5410020,"WOODLAKE, CITY OF",A,L,TULARE,7950,C,8/6/19 0:00,12/5/18 0:00,2/10/20 0:00,107,CA,2.712310455,75,5-022,5-022.11,SAN JOAQUIN VALLEY,Greater Kaweah GSA,342.8807822,2.667717094,0.983558902
CA5410003,"EXETER, CITY OF",A,L,TULARE,10548,C,5/15/19 0:00,4/26/17 0:00,2/10/20 0:00,107,CA,2.279685579,75,5-022,5-022.11,SAN JOAQUIN VALLEY,Greater Kaweah GSA,342.8807822,2.275557652,0.998189256
CA5410019,IVANHOE PUBLIC UTILITY DIST,A,L,TULARE,4495,C,6/13/19 0:00,5/25/17 0:00,2/10/20 0:00,107,CA,0.978724788,75,5-022,5-022.11,SAN JOAQUIN VALLEY,Greater Kaweah GSA,342.8807822,0.977590069,0.998840615
CA5400616,LEMON COVE WATER CO,A,L,TULARE,109,C,8/5/19 0:00,6/5/17 0:00,2/10/20 0:00,107,CA,0.037563227,75,5-022,5-022.11,SAN JOAQUIN VALLEY,Greater Kaweah GSA,342.8807822,0.037563227,1
CA5410041,CWS - TULCO WATER COMPANY,A,P,TULARE,716,C,8/20/18 0:00,9/14/15 0:00,2/10/20 0:00,107,CA,0.074097806,75,5-022,5-022.11,SAN JOAQUIN VALLEY,Greater Kaweah GSA,342.8807822,0.074097806,1
CA5410004,"FARMERSVILLE, CITY OF",A,L,TULARE,11443,C,8/5/19 0:00,6/6/19 0:00,2/10/20 0:00,107,CA,2.118701816,75,5-022,5-022.11,SAN JOAQUIN VALLEY,Greater Kaweah GSA,342.8807822,2.118701816,1
CA5400881,SUNRISE MUTUAL WATER CO.,A,P,TULARE,80,C,8/5/19 0:00,7/20/16 0:00,2/10/20 0:00,107,CA,0.029685769,75,5-022,5-022.11,SAN JOAQUIN VALLEY,Greater Kaweah GSA,342.8807822,0.029685769,1
CA5400819,MOUNTAIN VIEW MHP,A,P,TULARE,44,C,8/5/19 0:00,1/9/15 0:00,2/10/20 0:00,107,CA,0.001852261,75,5-022,5-022.11,SAN JOAQUIN VALLEY,Greater Kaweah GSA,342.8807822,0.001852261,1
CA5402038,PATTERSON TRACT CSD,A,P,TULARE,550,C,8/6/19 0:00,12/14/18 0:00,2/10/20 0:00,107,CA,0.121753073,75,5-022,5-022.11,SAN JOAQUIN VALLEY,Greater Kaweah GSA,342.8807822,0.121753073,1
CA5400903,TRACT 92  CSD,A,P,TULARE,500,C,8/5/19 0:00,2/28/19 0:00,2/10/20 0:00,107,CA,0.114650187,75,5-022,5-022.11,SAN JOAQUIN VALLEY,Greater Kaweah GSA,342.8807822,0.114650187,1
CA5403144,ALI MUTUAL WATER CO,A,P,TULARE,39,C,8/6/19 0:00,7/15/19 0:00,2/10/20 0:00,107,CA,0.010590938,75,5-022,5-022.11,SAN JOAQUIN VALLEY,Greater Kaweah GSA,342.8807822,0.010590938,1
CA5410015,"TULARE, CITY OF",A,L,TULARE,65982,C,10/25/19 0:00,8/13/19 0:00,2/10/20 0:00,107,CA,17.84359126,76,5-022,5-022.11,SAN JOAQUIN VALLEY,Mid-Kaweah GSA,162.6848518,17.80814986,0.998013775
CA5410016,CWS - VISALIA,A,P,TULARE,139924,C,12/17/19 0:00,7/12/19 0:00,2/10/20 0:00,107,CA,34.6105299,76,5-022,5-022.11,SAN JOAQUIN VALLEY,Mid-Kaweah GSA,162.6848518,34.58049778,0.999132284
CA5400805,SOULTS MUTUAL WATER CO,A,P,TULARE,120,C,8/5/19 0:00,1/9/15 0:00,2/10/20 0:00,107,CA,0.026887588,76,5-022,5-022.11,SAN JOAQUIN VALLEY,Mid-Kaweah GSA,162.6848518,0.026887588,1
CA5400880,THE LAKES ASSOCIATION,A,P,TULARE,495,C,10/7/19 0:00,9/28/17 0:00,2/10/20 0:00,107,CA,0.113401092,76,5-022,5-022.11,SAN JOAQUIN VALLEY,Mid-Kaweah GSA,162.6848518,0.113401092,1
CA5400816,BEDEL MUTUAL WATER CO,A,P,TULARE,155,C,10/7/19 0:00,6/15/18 0:00,2/10/20 0:00,107,CA,0.060733818,76,5-022,5-022.11,SAN JOAQUIN VALLEY,Mid-Kaweah GSA,162.6848518,0.060733818,1
CA1610004,"CORCORAN, CITY OF",A,L,KINGS,21835,C,9/19/19 0:00,9/19/19 0:00,2/10/20 0:00,31,CA,4.937683354,69,5-022,5-022.12,SAN JOAQUIN VALLEY,El Rico GSA,357.4651309,4.937683354,1
CA1610003,"HANFORD, CITY OF",A,L,KINGS,62127,C,7/12/19 0:00,7/12/19 0:00,2/10/20 0:00,31,CA,11.91340406,70,5-022,5-022.12,SAN JOAQUIN VALLEY,Mid-Kings River GSA,152.1242494,10.83067424,0.909116672
CA1610001,ARMONA COMMUNITY SERVICES DIST,A,L,KINGS,4143,C,6/6/19 0:00,5/10/18 0:00,2/10/20 0:00,31,CA,1.904224486,70,5-022,5-022.12,SAN JOAQUIN VALLEY,Mid-Kings River GSA,152.1242494,1.904224486,1
CA1600293,CHAMPIONS- SAMUEL'S HOUSE,A,P,KINGS,50,C,10/9/19 0:00,5/10/17 0:00,2/10/20 0:00,31,CA,0.004856178,70,5-022,5-022.12,SAN JOAQUIN VALLEY,Mid-Kings River GSA,152.1242494,0.004856178,1
CA1600507,HARDWICK WATER COMPANY,A,P,KINGS,40,C,8/29/19 0:00,10/4/18 0:00,2/10/20 0:00,31,CA,0.033919824,70,5-022,5-022.12,SAN JOAQUIN VALLEY,Mid-Kings River GSA,152.1242494,0.033919824,1
CA1610007,HOME GARDEN CSD,A,L,KINGS,1750,C,4/25/19 0:00,1/9/15 0:00,2/10/20 0:00,31,CA,0.414064576,70,5-022,5-022.12,SAN JOAQUIN VALLEY,Mid-Kings River GSA,152.1242494,0.414064576,1
CA1610005,"LEMOORE, CITY OF",A,L,KINGS,26093,C,12/19/19 0:00,7/6/17 0:00,2/10/20 0:00,31,CA,8.464650691,71,5-022,5-022.12,SAN JOAQUIN VALLEY,South Fork Kings GSA,111.4220526,8.464650691,1
CA1610006,STRATFORD PUD,A,L,KINGS,1301,C,12/20/18 0:00,6/1/17 0:00,2/10/20 0:00,31,CA,0.535689246,71,5-022,5-022.12,SAN JOAQUIN VALLEY,South Fork Kings GSA,111.4220526,0.535689246,1
